group_id,sentence,sentiment,uuid
1,It seemed like as soon as we got him to sleep he'd wake himself up again.,neu,1223856000B000G0J5FUA2RUTFZ5RWCAGW
1,We'd watched The Happiest Baby on the Block before he was born and knew that swaddling could help calm a baby.,neu,1223856000B000G0J5FUA2RUTFZ5RWCAGW
1,But our son would break out of any blanket we wrapped him in.,neu,1223856000B000G0J5FUA2RUTFZ5RWCAGW
1,Thus we ended up resorting to co- sleeping (usually nursing him to sleep) or swinging him to sleep in his carseat (ouch!)Then a friend asked to try the Miracle Blanket on our son and I said Why not?,neu,1223856000B000G0J5FUA2RUTFZ5RWCAGW
1,It worked!,neu,1223856000B000G0J5FUA2RUTFZ5RWCAGW
1,The Miracle Blanket was easy to use and our little guy couldn't break out of it.,pos,1223856000B000G0J5FUA2RUTFZ5RWCAGW
1,At first he protested for a while.,pos,1223856000B000G0J5FUA2RUTFZ5RWCAGW
1,Then he submitted and eventually fell asleep.,neg,1223856000B000G0J5FUA2RUTFZ5RWCAGW
1,Now when we wrap him in it he actually smiles and falls asleep pretty quickly (we also use the motion of a bouncy seat or a hammock- sleep Amby bed to help transport him to dreamland).,pos,1223856000B000G0J5FUA2RUTFZ5RWCAGW
1,I wish we'd discovered this earlier.,pos,1223856000B000G0J5FUA2RUTFZ5RWCAGW
1,In the future this will be our shower gift to all our friends.,pos,1223856000B000G0J5FUA2RUTFZ5RWCAGW
1,Like L. Flack posted my daughter too looks up at the straps but with any toy you need to always supervise your child (not that L. Flack didn't by any means).,neu,1146700800B00064MJDQA3TMBYDFP1B9DM
1,When my daughter does this I puller her attention to her toys and the handle bar and she gets to jumping and watching the lights flash.,pos,1146700800B00064MJDQA3TMBYDFP1B9DM
1,When I see her putting her hands off to the side where they could be smashed between the door and the bounce  I always tell her (though she is only 7 months and doesn't understand but someday she will) that she needs to keep her hands inside the ride at all times.,neu,1146700800B00064MJDQA3TMBYDFP1B9DM
1,I would not reccomnd this toy if you are busy with something else because you do need to be watching her like any toy.,neg,1146700800B00064MJDQA3TMBYDFP1B9DM
1,If you are busying try the ExerSaucer (read my review).,neg,1146700800B00064MJDQA3TMBYDFP1B9DM
1,But overall this toy is pretty safe if you are there to supervise and well worth the $40 to see you child bouncing away.,pos,1146700800B00064MJDQA3TMBYDFP1B9DM
1,I like to keep the lights really dim at night so she can see the pretty lights.,pos,1146700800B00064MJDQA3TMBYDFP1B9DM
1,It is really fun watching her jump around in this.,pos,1146700800B00064MJDQA3TMBYDFP1B9DM
1,I can see though how it is very possible for fraying to occur but I think as long as you inspect it with each use and make sure it is secure you will be fine.,neu,1146700800B00064MJDQA3TMBYDFP1B9DM
1,Last year when I was pregnant I asked other moms which cups and bottles to use.,neu,1030492800B000056JAKAQYYUN3T7B0WM
1,A few told me playtex but most told me Avent bottles and sippy cups were the only way to go.,neu,1030492800B000056JAKAQYYUN3T7B0WM
1,Well I decided to go Avent and here I am writing a review for a playtex sippy cup.,neu,1030492800B000056JAKAQYYUN3T7B0WM
1,Avent sippy cups are hard to hold difficult to drink from when the cup is not filled to capacity a pain to clean and worst of all they leak.,neg,1030492800B000056JAKAQYYUN3T7B0WM
1,The spout leaks (nothing magic about those cups) and the collars can leak too.,neg,1030492800B000056JAKAQYYUN3T7B0WM
1,I finally decided after 5 months of using Avent magic cups with little success to give the &quot;hard to use&quot; (as one mom had classified) playtex cup a try.,neu,1030492800B000056JAKAQYYUN3T7B0WM
1,The difference was astounding.,neu,1030492800B000056JAKAQYYUN3T7B0WM
1,My daughter could easily drink from this cup on the first try.,pos,1030492800B000056JAKAQYYUN3T7B0WM
1,The cup is easy to clean (its only 3 pieces as opposed to the 5 or 6(w/handles) pieces for the avent cup) assemble and use.,pos,1030492800B000056JAKAQYYUN3T7B0WM
1,I'm sorry I didn't at least register for a pack of these when I was pregnant.,neu,1030492800B000056JAKAQYYUN3T7B0WM
1,I should mention that I,neu,1030492800B000056JAKAQYYUN3T7B0WM
1,We had been given a bath seat for a shower gift but when we used it we relized how cold the mesh got because the air was hitting it.,neg,1126915200B000067EH7A34I45DZFU6JND
1,It made for a very unhappy baby.,neg,1126915200B000067EH7A34I45DZFU6JND
1,We then decided to buy this tub because my little girl could be submerged in the water keeping her warm.,pos,1126915200B000067EH7A34I45DZFU6JND
1,We used the hammock at first (BE SURE NOT TO GET IT WET BEFORE PUTTING YOUR BABY IN IT BECAUSE IT GETS SUPER COLD)It was great because it supported her but her little bottom and back was in the warm water.,neu,1126915200B000067EH7A34I45DZFU6JND
1,At 2 months we took it out because she had head control and just layed her in the tub.,neu,1126915200B000067EH7A34I45DZFU6JND
1,It's great.,pos,1126915200B000067EH7A34I45DZFU6JND
1,It fits in the sink or you can use it in the tub.,pos,1126915200B000067EH7A34I45DZFU6JND
1,Your baby stays warm and it makes bath time a little more bearable.,pos,1126915200B000067EH7A34I45DZFU6JND
1,It will also last you a long time so you won't need another tub later when your little one is getting to big for an infant tub.,neu,1126915200B000067EH7A34I45DZFU6JND
1,My little one loves this teething ring.,pos,1226880000B000J1OOJIAYNLVFJOV80CF
1,He loves to explore all of the different textures and shapes fun to throw and when he's done I can just put it on my wrist (it's big but easy to take along).,pos,1226880000B000J1OOJIAYNLVFJOV80CF
1,It's very durable and easy to clean.,pos,1226880000B000J1OOJIAYNLVFJOV80CF
1,Two thumbs up!,pos,1226880000B000J1OOJIAYNLVFJOV80CF
1,First of all we had to use a pipe wrench to get the thing unscrewed it was so tight neither dh or I could get it to budge and even w/ the pipe wrench it was a challenge Then there was no way I could get the arrow to line up w/ the square unless I used the pipe wrench hmmm not sure I want to carry a pipe wrench around with me when I need to pump  Oh and the suction is horrible.,neg,1151712000B00008GYD0A38GJX2ULM3VUC
1,I have the Avent Isis but wanted something I could pump directly into the Soothie bottles stupid choice the Avent is about 10000 times better even with more parts to clean well worth the time and money  With the Avent Isis I can pump 6-10 oz in 5 minutes this one I was lucky to get an ounce in 5 minutes don't waste your money.,neg,1151712000B00008GYD0A38GJX2ULM3VUC
1,I was offended at the sight of this toy at first.,neg,1076457600B00006C29HA3DETJ3SIGHPWI
1,Then I realized that my son would love it.,pos,1076457600B00006C29HA3DETJ3SIGHPWI
1,It really is not as obnoxious as it seems.,pos,1076457600B00006C29HA3DETJ3SIGHPWI
1,It is not even that loud.,pos,1076457600B00006C29HA3DETJ3SIGHPWI
1,It's worth it.,pos,1076457600B00006C29HA3DETJ3SIGHPWI
1,My son loves it and it keeps him entertained for a long time - much longer than a regular saucer.,pos,1076457600B00006C29HA3DETJ3SIGHPWI
1,My eight month old hits himself in the face with most of his toys and this has not been a problem with the step and play.,pos,1076457600B00006C29HA3DETJ3SIGHPWI
1,It is possible with the two toys on the end but I haven't seen them do damage yet.,neu,1076457600B00006C29HA3DETJ3SIGHPWI
1,They don't seem much different than toys on any other saucer walker etc,neu,1076457600B00006C29HA3DETJ3SIGHPWI
1,I have no idea why it got such positive reviews.,neg,1239321600B001BPQZ2KA3RZ7PL8FUXP3K
1,It's just a long long piece of elastic cloth (like 8 ft by 2 1/2 ft) which I could have easily stitched myself.,neu,1239321600B001BPQZ2KA3RZ7PL8FUXP3K
1,It's not something where you can put a baby in right away and be on the go.,neg,1239321600B001BPQZ2KA3RZ7PL8FUXP3K
1,Each wrap session takes like 5 minutes and if it becomes loose or undone you have to unwrap to rewrap it with both hands (and the baby might fall out while you're doing this).,neg,1239321600B001BPQZ2KA3RZ7PL8FUXP3K
1,I bought this set hoping that despite the low price it would work based on the reviews on this site.,pos,1235174400B000E0KN5IA2AWX3URCC89GE
1,Well not for us- we get horrible static reception/feedback despite moving the monitors to several different areas in the house.,neg,1235174400B000E0KN5IA2AWX3URCC89GE
1,I really like the light sensor option on the front and wished these would have worked out for us.,neu,1235174400B000E0KN5IA2AWX3URCC89GE
1,And yes battery hogs they are- I think my batteries lasted a day and a half with the monitor being on maybe a few hours each day before they went out.,neg,1235174400B000E0KN5IA2AWX3URCC89GE
1,I'll be returning this back to Amazon,neu,1235174400B000E0KN5IA2AWX3URCC89GE
1,We bought this item after extensive in- store (babies r us) research.,neu,1261612800B001LF3X66A1F5B5JX6671OG
1,Most of the in- store models are cheaply built and expensive.,neu,1261612800B001LF3X66A1F5B5JX6671OG
1,This bag has a nice changing pad as well as sufficient volume to store a newborn necessities.,pos,1261612800B001LF3X66A1F5B5JX6671OG
1,We will see if this holds true later when the baby grows.,neu,1261612800B001LF3X66A1F5B5JX6671OG
1,I own this product and the Baby Bjorn.,neu,1101859200B000096L4FA2DS8P8OPUEUEO
1,My baby does not seem to like the NoJo very much and I prefer the Bjorn in almost all aspects.,neg,1101859200B000096L4FA2DS8P8OPUEUEO
1,This product is more difficult to use and less secure.,neg,1101859200B000096L4FA2DS8P8OPUEUEO
1,The position of the baby can shift with your movement (ie. if you go from sitting to standing or if you need to lean over a little bit ); that disrupts and upsets my baby.,neg,1101859200B000096L4FA2DS8P8OPUEUEO
1,Although you can breastfeed in it I think it is easier to remove the baby from the sling before nursing (but i have to admit that I feel the same way about the Bjorn and also feel pretty comfortable nursing in public).,neu,1101859200B000096L4FA2DS8P8OPUEUEO
1,The Bjorn holds your baby closer to your body and heartbeat and my baby definatly prefers that.,neg,1101859200B000096L4FA2DS8P8OPUEUEO
1,For an infant the inward facing position of the Bjorn is also more protective from strangers and germs.,neg,1101859200B000096L4FA2DS8P8OPUEUEO
1,Maybe I'll like this product better when  my baby is a little bigger.,neu,1101859200B000096L4FA2DS8P8OPUEUEO
1,I do use it at times when I don't have to also deal with my toddler but the physical demands of a three year old require too much movement to safely use the sling.,neg,1101859200B000096L4FA2DS8P8OPUEUEO
1,It does distribute the weight pretty well and is a welcome break to the shoulder fatigue sometimes caused by the Bjorn.,pos,1101859200B000096L4FA2DS8P8OPUEUEO
1,It is also better if you are eating reading or writing because the baby rides much lower.,pos,1101859200B000096L4FA2DS8P8OPUEUEO
1,My doctor gave me the sad news that I wasnt producing enough milk for my baby and that I would have to supplement after each feeding.,neu,1099958400B00008614FA3PPXFIVMJ9MV8
1,I had placed this set on my registry because I knew I wanted to pump my supply to bottle feed.,neu,1099958400B00008614FA3PPXFIVMJ9MV8
1,Our daughter was able to go back and forth between breat and bottle at each feeding very easily.,pos,1099958400B00008614FA3PPXFIVMJ9MV8
1,It was rocky the first 2 days but afterward smoothe sailing!,neu,1099958400B00008614FA3PPXFIVMJ9MV8
1,These bottles are really easy to clean.,pos,1099958400B00008614FA3PPXFIVMJ9MV8
1,The nipples fit securely and I have never had any problems leaking.,pos,1099958400B00008614FA3PPXFIVMJ9MV8
1,The drop- in bags are disposable but very very durable I give them a good washing and reuse them!,pos,1099958400B00008614FA3PPXFIVMJ9MV8
1,Also we had Avent bottles too these nipples were much harder and much longer.,pos,1099958400B00008614FA3PPXFIVMJ9MV8
1,Even thought they were slow flow the formula still spurted out much faster than the Playtex.,pos,1099958400B00008614FA3PPXFIVMJ9MV8
1,We tried going back and forth btwn breast/bottle using the Avent bottles but our daughter would get so frustrated and VERY messy.,neg,1099958400B00008614FA3PPXFIVMJ9MV8
1,This is a GREAT set I highly recommend for new parents whether breastfeeding or bottle feeding!,pos,1099958400B00008614FA3PPXFIVMJ9MV8
1,I don't use these as wipes but they're great for wash cloths.,pos,1247529600B0039VCRPIA1BCUSZK8O3W9N
1,Way better than any of the cheap terry ones marketed for babies.,pos,1247529600B0039VCRPIA1BCUSZK8O3W9N
1,For wipes I use a combination of kushies flannel wipes and bum genius wipes.,neu,1247529600B0039VCRPIA1BCUSZK8O3W9N
1,While not as soft they are more utilitarian and get the job done.,neu,1247529600B0039VCRPIA1BCUSZK8O3W9N
1,It was the best purchase I ever made for my baby.,pos,1262217600B0018Z6910A12KBIU17GSSIZ
1,He loves it!,pos,1262217600B0018Z6910A12KBIU17GSSIZ
1,The swing always makes him sleepy so it is great to calm him and even to make him sleepy.,pos,1262217600B0018Z6910A12KBIU17GSSIZ
1,He also loves the mirror and the mobile he pays attention for long stretches of time.,pos,1262217600B0018Z6910A12KBIU17GSSIZ
1,The musics are also very soothing.,pos,1262217600B0018Z6910A12KBIU17GSSIZ
1,I think that was a brilliant idea of Fisher Price to make the music and the mobile to stop after some time but keep the swing going for as long as you want.,pos,1262217600B0018Z6910A12KBIU17GSSIZ
1,The timing is perfect since my baby gets distract for awhile than falls asleep and I do not have to worry about turning the music and the mobile off to save some batterie because it does on its own.,pos,1262217600B0018Z6910A12KBIU17GSSIZ
1,But the swing keeps moving which keeps him asleep (as soon as I stop it my baby always wakes up).,neg,1262217600B0018Z6910A12KBIU17GSSIZ
1,This is my baby's fourth SwaddleMe.,neu,1258156800B0009QYTIYA3OIM25YFT4SHD
1,She's outgrown the two small sized ones and still uses the large sized cotton one in addition to this large fleece one.,neu,1258156800B0009QYTIYA3OIM25YFT4SHD
1,This one keeps her very warm in the colder weather over her terry sleeper.,pos,1258156800B0009QYTIYA3OIM25YFT4SHD
1,The fleece is very soft but not as stretchy as the cotton material which I am able to fasten tighter.,neu,1258156800B0009QYTIYA3OIM25YFT4SHD
1,To keep the swaddle from riding up over baby's face you have to remember to tightly fasten the bottom velcro around the waist.,neu,1258156800B0009QYTIYA3OIM25YFT4SHD
1,This way even if baby breaks out the arms go up above the swaddle and not below which would push the material upwards toward the face.,neu,1258156800B0009QYTIYA3OIM25YFT4SHD
1,My baby sleeps very well in it naps and nighttime.,pos,1258156800B0009QYTIYA3OIM25YFT4SHD
1,She has also used the Halo Sleepsack Swaddles which her arms go through a sleeveless shirt and the swaddles wrap around the outside.,neu,1258156800B0009QYTIYA3OIM25YFT4SHD
1,I prefer the Kiddopotamus though because I don't have to put her arms through the sleeves when she's asleep which usually wakes her up.,neg,1258156800B0009QYTIYA3OIM25YFT4SHD
1,I leave the Kiddopotamus on her crib in the open position and if she falls asleep unswaddled I wrap her up in three easy steps.,neu,1258156800B0009QYTIYA3OIM25YFT4SHD
1,Simple product and inexpensive.,pos,1258156800B0009QYTIYA3OIM25YFT4SHD
1,Our daughter has never really shown much interest in any toys that are free standing meaning not hanging from her play mat or over her bouncy seat.,neu,1235779200B000I2Q0F4AHFP1CN2761RF
1,She likes pulling on objects but once they are in her grasp lets them go and looks for something else to grasp.,neu,1235779200B000I2Q0F4AHFP1CN2761RF
1,Same thing with rattles and clutch toys-- holds them for a few minutes at most and then is bored.,neu,1235779200B000I2Q0F4AHFP1CN2761RF
1,Freddie the firefly is a different story.,neu,1235779200B000I2Q0F4AHFP1CN2761RF
1,She loves the crinkly texture and sound of the wings.,pos,1235779200B000I2Q0F4AHFP1CN2761RF
1,She pulls on them and rubs them to make sounds.,neu,1235779200B000I2Q0F4AHFP1CN2761RF
1,She also clutches the rings both top and bottom.,neu,1235779200B000I2Q0F4AHFP1CN2761RF
1,Don't know why she likes this particular toy but it's a winner.,pos,1235779200B000I2Q0F4AHFP1CN2761RF
1,Seems it has more features than the peacock.,pos,1235779200B000I2Q0F4AHFP1CN2761RF
1,This car seat worked out well for us.,pos,1223078400B000BMBU7OA1EQES77VU49CA
1,All the features were amazing and the base was heavy which made me feel safe when sticking the car seat in it.,pos,1223078400B000BMBU7OA1EQES77VU49CA
1,I didn't give it 5 stars because we had a problem adjusting the crotch strap.,neg,1223078400B000BMBU7OA1EQES77VU49CA
1,It is removable but we had to break out tools to get the metal part out of the grooves.,neu,1223078400B000BMBU7OA1EQES77VU49CA
1,Other than that it worked out well and served its purpose.,pos,1223078400B000BMBU7OA1EQES77VU49CA
1,I didn't use this much because my baby cried most of the time when I put her in the carrier.,neg,1086220800B000059XODA2FH9IFBOQTFNP
1,I used it a few times when I had to push my mom in the wheelchair and carry my baby at the same time because I had no other alternative to carry my baby.,neu,1086220800B000059XODA2FH9IFBOQTFNP
1,She liked it a few times when she was a little older and could face outward.,pos,1086220800B000059XODA2FH9IFBOQTFNP
1,I really didn't find much use for it though.,neg,1086220800B000059XODA2FH9IFBOQTFNP
1,Maybe our next baby will like it more.,neu,1086220800B000059XODA2FH9IFBOQTFNP
1,Our first was a little fussy in her first 5 months or so.,neu,1086220800B000059XODA2FH9IFBOQTFNP
1,When I began my research for a potty chair for my son I had no idea how many things there were to consider!,neu,1170288000B000056J7KAE3089XLYVPEL
1,I really didn't want anything that made noise or had lights but we ultimately decided on this chair because of the one- piece splash guard since I learned that it wasn't uncommon for little boys to hurt their tender bits on other chairs.,neu,1170288000B000056J7KAE3089XLYVPEL
1,It is well- made and sturdy; it didn't tip when my son got on or off.,pos,1170288000B000056J7KAE3089XLYVPEL
1,I think the main thing it did was to give my son the confidence to use a potty - his feet stayed securely on the ground and it was stable and didn't slip around.,pos,1170288000B000056J7KAE3089XLYVPEL
1,He had no problem getting himself on and off of it and he liked the 'responsibility' of dumping the contents into the big potty (I liked that it was easy for him to do that and easy for me to clean the  bowl afterward).,pos,1170288000B000056J7KAE3089XLYVPEL
1,This towel is adorable and seems to hold up well in the wash!,pos,1243987200B001RIY7JEA2IFK80G8AIXFZ
1,We LOVE the monkey theme!,pos,1243987200B001RIY7JEA2IFK80G8AIXFZ
1,No complaints about this one.,pos,1099180800B00005610YA2T8KEA8791MQ0
1,Baby loves it.,pos,1099180800B00005610YA2T8KEA8791MQ0
1,We love it!,pos,1099180800B00005610YA2T8KEA8791MQ0
1,Very cute but my son who is 6 months old doesn't seem as interested in it as I thought.,neu,1252540800B002J4U8SOA15NPHT6V8PSGG
1,Maybe when he gets a little older.,neu,1252540800B002J4U8SOA15NPHT6V8PSGG
1,My daughter likes this set but the blocks with the firmer sides that stack more easily are still our favorites.,neu,1257033600B002C1ABMWA1II2ZRPKZAQQD
1,I like that these crinkle and have different visual effects as she's starting to explore the world around her but when she tries to stack them they tumble over or cave in.,neu,1257033600B002C1ABMWA1II2ZRPKZAQQD
1,One of the sides is also fraying just a bit and we've only had it for a month or so.,neg,1257033600B002C1ABMWA1II2ZRPKZAQQD
1,Replace your outlet covers with this simple but effective child- proof plate - just slide to use.,pos,1245283200B00081J3OUA1DHKKNNW6H783
1,It's safer than plug- in outlet protectors which are choking hazards and my 3 year old has yet to figure out how they work (he can figure out almost anything).,pos,1245283200B00081J3OUA1DHKKNNW6H783
1,Also these plates are very modern and clean looking and will give your rooms a nice mini- makeover especially if you've painted recently and have old outlet plates.,pos,1245283200B00081J3OUA1DHKKNNW6H783
1,I like this walker very much.,pos,1252713600B001OD8X4WAILALYQWFY6L2
1,The quality is great as with any Chicco product the colors are appealing and my baby loves it.,pos,1252713600B001OD8X4WAILALYQWFY6L2
1,It's very easy to collapse and set up with one hand.,pos,1252713600B001OD8X4WAILALYQWFY6L2
1,There are 3 options for the volume - off medium and loud - I wish there was a quiet option but I haven't seen that on any toys yet,neg,1252713600B001OD8X4WAILALYQWFY6L2
1,I tried on 4 different brands of carriers in the store and the 2 I found I liked were the Baby Bjorn and this one.,pos,1095638400B00009X3Y7A3PPXFIVMJ9MV8
1,My hubby is much larger than I and the specifications of what size straps to buy for the BB were confusing.,neg,1095638400B00009X3Y7A3PPXFIVMJ9MV8
1,if you wear a size Large shirt get the large etc Not very specific!,neg,1095638400B00009X3Y7A3PPXFIVMJ9MV8
1,I need real measurements.,neu,1095638400B00009X3Y7A3PPXFIVMJ9MV8
1,Though the large straps on the BB would probably extend enough to also fit my husband I wasnt spending a $100 and not be sure not to mention $30 is a lot less to have to spend- our budget really wouldnt allow for such a splurge!,pos,1095638400B00009X3Y7A3PPXFIVMJ9MV8
1,So we bought the Sungli and so far very pleased.,pos,1095638400B00009X3Y7A3PPXFIVMJ9MV8
1,I would have given it 5- stars but in comparison the BBjorn has more cushion in the straps BUT it is more difficult to un- do the straps- maybe that is because you need to break them in- not sure didnt buy it.,neu,1095638400B00009X3Y7A3PPXFIVMJ9MV8
1,I also think that BB would be easier on the back but so far I havent used it for very long periods of time like 1/2 hr and I have yet to have any back pain.,pos,1095638400B00009X3Y7A3PPXFIVMJ9MV8
1,These bottles were great with my daughter switching back in forth from breast to bottle.,pos,1256688000B001PVAXZKA2MQ7X9MMX3XQZ
1,The problem we have now is that I am about to start back at work I have realized no one will be as patient with her in daycare as I am with her taking 1 hour to feed her when they have 3 other kids.,neu,1256688000B001PVAXZKA2MQ7X9MMX3XQZ
1,In experimenting with other bottles she now refuses it because the milk flow is so slow.,neg,1256688000B001PVAXZKA2MQ7X9MMX3XQZ
1,I even tried the medium flow.,neu,1256688000B001PVAXZKA2MQ7X9MMX3XQZ
1,These bottles are great if you are not in a hurry to have your baby bottle fed and do support breastfeeding.,pos,1256688000B001PVAXZKA2MQ7X9MMX3XQZ
1,I have just had to stop using them due to the lack of speed.,neu,1256688000B001PVAXZKA2MQ7X9MMX3XQZ
1,I live in a condo and have cordless phones and wireless internet.,neu,1105833600B0000645DPA2Y1IOE697O40O
1,I found this product had terrible static and made cracking/popping sounds.,neg,1105833600B0000645DPA2Y1IOE697O40O
1,In comparison the Fisher Price 900mhz Long Range Monitor sounded excellent.,neg,1105833600B0000645DPA2Y1IOE697O40O
1,My almost 4 month old was quickly bored with stuffed animals and rattles.,neu,1121817600B0002PR43OA2OAROD8IAADUU
1,She has very strong legs and always wants to stand with support.,neu,1121817600B0002PR43OA2OAROD8IAADUU
1,She can almost sit on her own but still falls over occasionally.,neu,1121817600B0002PR43OA2OAROD8IAADUU
1,With this in mind it was difficult to find things to keep her entertained.,neu,1121817600B0002PR43OA2OAROD8IAADUU
1,She was over the play gym thing.,neu,1121817600B0002PR43OA2OAROD8IAADUU
1,We went looking for a stationary entertainer and knew we just had to get her this one.,neu,1121817600B0002PR43OA2OAROD8IAADUU
1,It was the most expensive on the shelf but she will only be little once.,neg,1121817600B0002PR43OA2OAROD8IAADUU
1,The benefits are worth far more than the cost.,pos,1121817600B0002PR43OA2OAROD8IAADUU
1,We could stick her in it for hours (NOT THAT WE WOULD LOL!) and she would be happy.,pos,1121817600B0002PR43OA2OAROD8IAADUU
1,The first 5 minutes she is in it she just stares at everything there is to do in amazement.,pos,1121817600B0002PR43OA2OAROD8IAADUU
1,Then she goes crazy!,pos,1121817600B0002PR43OA2OAROD8IAADUU
1,It gives her the option to touch her feet down but still gives her the support to sit up on her own.,neu,1121817600B0002PR43OA2OAROD8IAADUU
1,We are usually fans of Graco or Fisher Price but Evenflo definitely has the upper hand when it comes to entertainers.,pos,1121817600B0002PR43OA2OAROD8IAADUU
1,WE HIGHLY RECOMMEND THIS PRODUCT!,pos,1121817600B0002PR43OA2OAROD8IAADUU
1,I've tried the two other most popular diaper pails and am happiest with this one.,pos,1042848000B00003TL7PA3DC7Y9HO0C457
1,It is easy to change the bag uses any trash bag and does a decent job of containing odor.,pos,1042848000B00003TL7PA3DC7Y9HO0C457
1,I really appeciate all of these things after dealing with the other brands.,pos,1042848000B00003TL7PA3DC7Y9HO0C457
1,I would highly suggest using this one from the very beginning.,pos,1042848000B00003TL7PA3DC7Y9HO0C457
1,Let's face it no diaper pail is perfect but this one is the best that I've used.,pos,1042848000B00003TL7PA3DC7Y9HO0C457
1,I purchased this along with my Avent bottles before I had my daughter.,neu,1079481600B000056OUHA20L63B48RPSOH
1,Six months later this sterilizer has done very well under heavy use (6+x/day) I quickly learned to use oven mitts to remove it from the microwave.,pos,1079481600B000056OUHA20L63B48RPSOH
1,It does get very hot.,neu,1079481600B000056OUHA20L63B48RPSOH
1,Of course that is the point - no heat no bugs killed!,neu,1079481600B000056OUHA20L63B48RPSOH
1,Even got the hubbie to use it!,neu,1079481600B000056OUHA20L63B48RPSOH
1,This is one of those items I could not live without.,pos,1079481600B000056OUHA20L63B48RPSOH
1,I have the Medela microsteam bags for when I am away.,neu,1079481600B000056OUHA20L63B48RPSOH
1,They are a great product if your child takes to the trainer set other wise inquisitive children get distracted by them specially because of the color choices instead of making them clear or white.,neg,1233878400B00005UC6QA25OXZ8LCU88JG
1,The lights with the little moving butterflies mesmerize my daughter.,pos,1243900800B000I5Q19QA3LK5TF96XS66J
1,She loves the swing and it's a great way to occupy her so I can do a quick load of laundry.,pos,1243900800B000I5Q19QA3LK5TF96XS66J
1,There are several songs so you don't hear the same thing over and over.,neu,1243900800B000I5Q19QA3LK5TF96XS66J
1,There are other settings with nature sounds crickets.,pos,1243900800B000I5Q19QA3LK5TF96XS66J
1,It's a cute swing and I would highly recommend it.,neu,1243900800B000I5Q19QA3LK5TF96XS66J
1,The motor is pretty quiet.,neu,1243900800B000I5Q19QA3LK5TF96XS66J
1,The span of the legs is pretty wide which you should measure for.,pos,1243900800B000I5Q19QA3LK5TF96XS66J
1,But it does make it seem safer.,neu,1243900800B000I5Q19QA3LK5TF96XS66J
1,I did purchase it for the $120- $130 range directly from the Fisher Price website.,neu,1243900800B000I5Q19QA3LK5TF96XS66J
1,I keep this toilet seat in my son's bathroom along with the Bjorn step stool.,neu,1144627200B000056J76A3PBOVTBB5A7AP
1,My son loves using the potty with this seat!,pos,1144627200B000056J76A3PBOVTBB5A7AP
1,The simple design makes it easy to clean and use.,pos,1144627200B000056J76A3PBOVTBB5A7AP
1,I also took a plastic over the door towel hook and hung it from under the tank of our toilet (on the side).,neu,1144627200B000056J76A3PBOVTBB5A7AP
1,This works perfectly to hang the seat by its plastic handle when not in use.,pos,1144627200B000056J76A3PBOVTBB5A7AP
1,We have this hanging on the baby's crib and it's very soothing for the baby.,pos,1255824000B0001WAO8UAAXHHIUUTIB3J
1,One thing I did though was actually pulled the little speaker device out so it hangs outside of the bear's belly and it makes it nice and loud because it isn't being muffled from the inside stuffing of the bear.,neu,1255824000B0001WAO8UAAXHHIUUTIB3J
1,PLUS it's then much more sensitive to pick up sounds that will then set it off again.,neu,1255824000B0001WAO8UAAXHHIUUTIB3J
1,I can be talking quietly in the room and it will set it off.,neu,1255824000B0001WAO8UAAXHHIUUTIB3J
1,The down- side to this product is if you do keep the little speaker tucked in and closed up inside the bear it's a pain in the butt to turn the device on-- it's not easy to get to the on button.,neg,1255824000B0001WAO8UAAXHHIUUTIB3J
1,I suppose you could leave it on the entire time but there's times when you don't really want the thing on.,neu,1255824000B0001WAO8UAAXHHIUUTIB3J
1,This playyard is amazing!,pos,1185321600B000056C86A3FDG1ASGMUQSL
1,It's such a good deal for the money.,pos,1185321600B000056C86A3FDG1ASGMUQSL
1,It makes the other playyards look like a joke!,pos,1185321600B000056C86A3FDG1ASGMUQSL
1,Most other playyards are dark and the mesh is dark so your baby can't see out and therefore wants to get out asap.,pos,1185321600B000056C86A3FDG1ASGMUQSL
1,This playyard is really bright and gorgeous and the mesh is clear so baby can see out.,pos,1185321600B000056C86A3FDG1ASGMUQSL
1,It looks inviting and fun to be in there!,pos,1185321600B000056C86A3FDG1ASGMUQSL
1,Also other playyards are uncomfortable- no wonder your baby screams to get out- the floors aren't thick enough and the support bars can be felt through the floor.,pos,1185321600B000056C86A3FDG1ASGMUQSL
1,This playyard has a really thick high- quality floor that is comfortable and baby could sleep on.,pos,1185321600B000056C86A3FDG1ASGMUQSL
1,Also this playyard is really big- huge!- which makes it way nicer for baby.,pos,1185321600B000056C86A3FDG1ASGMUQSL
1,I am so glad I found this playyard online!,pos,1185321600B000056C86A3FDG1ASGMUQSL
1,When our boy was about four months old we took him into Babies R Us to see what type of activity toys he might like.,neu,1243987200B000WJPCFWAY12DBB0U420B
1,We looked at a variety of things that neither my wife the boy or I had any particular interest in.,neu,1243987200B000WJPCFWAY12DBB0U420B
1,Then there on the floor was a demonstration model of the Baby Einstein Activity Center.,neu,1243987200B000WJPCFWAY12DBB0U420B
1,We placed the little dear down into the seat and he immediately began pounding and pulling all the objects within range.,neu,1243987200B000WJPCFWAY12DBB0U420B
1,He loved it!,pos,1243987200B000WJPCFWAY12DBB0U420B
1,There was no question; we'd get the center for him.,pos,1243987200B000WJPCFWAY12DBB0U420B
1,Well he's now 8- months old and he still loves it.,pos,1243987200B000WJPCFWAY12DBB0U420B
