__label__pos	She fits perfectly in the newborn side, and I feel safe she won't slip down.
__label__pos	"""Instantly he was entranced by the star's lights and music."""
__label__neg	 But I'd skip this one
__label__pos	I put it on my kitchen table after filling under sink, and drain it from the easy-drain spout right into the sink when I am done.
__label__neg	The refills are a little pricey, but a 3-pack lasts several months.
__label__pos	It mixes a really convenient amount of formula does so very well and quickly and with a minimum of added air in the formula.
__label__pos	We switched to the playtex natural latch and everything was much better
__label__neu	Unfortunately I cannnot change my star rating but it would only go up to 2 stars
__label__neg	 I wish I'd bought something else
__label__neu	"""She is little for her age."""
__label__neu	But considering it folds for storage,  that was not a big issue
__label__pos	Good Diaper Pail
__label__neg	It clings to the bib itself and doesn't catch half the food... 
__label__neg	I have owned this set for about 6 months when today my 11 month old son was chewing on the coolin droolin teether in the set and it was leaking the fliud in his mouth
__label__pos	"""I wish I had."""
__label__neg	These worked good for about 3 weeks and they started to leak
__label__pos	I love the material and the design goes great with the stroller and all our other baby things.
__label__neg	The remote is great,  but it requires you to leave the mirror on,  which doesn't allow long battery life
__label__neu	Replacement parts are available for $2 bucks each plus $8 shipping from Combi and then tax so basically if you lose that one tiny piece the cup is useless.
__label__pos	These sheets are so soft, made of jersey fabric.
__label__neg	I read about these when I was pregnant and thought, man, those are some overpriced blankets!
__label__neg	I found my daughter almost fell out of the sling and would have if my hand was on her torso.
__label__neu	THANK GOD I HAVE A DAUGHTER! 
__label__neg	 Not surprisingly, this led to terrible gas and spitting up every time we fed
__label__neg	I guess the diapers have gotten stinkier.
__label__neu	Pros:  I hear it has worked well for some babies, so it can't be ALL bad, right!?
__label__pos	another great feature is it has a groove in the back, where you can use it in a sink, or lean it against something to dry.
__label__neg	But it's so noisy!
__label__neu	The same could be done by just pushing on the backs of these carseats (in the rear-facing position), so baby's face would slam into the back seat in a head-on collision!
__label__pos	In the end, I returned the Chicco, the customer service at BabiesRUs was so great that they gave us a store credit.
__label__pos	"""5.  The mirror is much larger and the lights are more entertaining."""
__label__neu	Finally after 24 hrs one of them recommended this because my poor baby was frustrated and starving.
__label__pos	I recommend it.
__label__neg	Tip it or shake it and you'll have a mess.
__label__neu	It simply doesn't extend tightly against the walls like it supposed to
__label__pos	I love it
__label__pos	 We were excited to hear that they were BPA-free and with our past experience with Playtex bottles, we were happy to purchase these
__label__neg	 The diapers are placed in a plastic hole at the top of the pail, and then they drop through to the bag
__label__neu	I purchased this diaper organizer to hang on my Delta Luv changing table,  because there was no storage space on top.
__label__pos	I absolutely love this product.
__label__neu	 If only Nuby made a PP version of the 2 handled sip n' flip
__label__neg	My daughter screamed whenever she was in it or she made her body very stiff like she was scared beyond belief.
__label__neg	Waste of space and money
__label__neu	"""I recently ordered this for our son."""
__label__neu	It's so hard to find gates that can handle uneven fixture points; this gate should have stuck to that feature alone.
__label__neu	I bought this mirror because of all the great reviews.
__label__pos	Love it!
__label__neg	A local TV channel 3 affiliate here in Ohio ran a story the other day about a couple that had one of these that greatly malfunctioned.
__label__neu	I tried putting the Dr. 
__label__neg	5 months old, and 16 pounds, and the harness straps are extremely tight for her
__label__neu	I only bought 12 of these and that was plenty - I am not a full-time working mom, so it was only to use sometimes when I was at school or working a few days in a row. 
__label__pos	Good but could be better
__label__neg	 My complaint is that the product is flimsy for the price
__label__pos	The timing is perfect since my baby gets distract for awhile than falls asleep and I do not have to worry about turning the music and the mobile off to save some batterie because it does on its own.
__label__neg	 overall, it's a piece of junk. 
__label__neu	Brown's bottles
__label__neu	She's also fearful of the big toilet,  so taking the removable seat off and using the base as a step stool right now is not an option
__label__pos	It's nice to look at it and quickly see how long they have been sleeping, etc.
__label__pos	"""I would say he liked this more than his stroller."""
__label__neu	Have tried 3 different brands now and I liek these the least
__label__neg	These bottles leak so bad it is like they don't even have a top on.
__label__neu	 I had a low milk supply and breastpumping for 1 hour for only 4ounces - this was not a joke
__label__neg	 But, once your baby reaches 23 inches or so, her feet will be completely smooshed up against the seat in front (the seats overlap, and there is no room for feet under the overlap)
__label__neg	It folds up and can be rolled on it's wheels even when folded.
__label__pos	The nipples are designed so that you can graduate her to faster flow nipples as she gets bigger.
__label__neg	Forget it
__label__pos	I love to see all the way he can come up to play with such a simple toy!
__label__neu	The first time I used the tub my baby kept slipping around in the tub.
__label__neg	I wonder if i could send it back
__label__neg	The only thing that kept it from being a 5-star for me was that you need a teeny screwdriver (eyeglass size, probably) to open the battery compartment.  
__label__neu	I would buy these bottles as a last resort if all others have failed to help your child's colic problem
__label__neu	I now realize I need to buy something else to use when travelling
__label__neu	But if your baby is really gasy and has colic, I recomend you the Dr brown bottles. 
__label__neg	 I also filed a complaint with the government consumer safety agency
__label__neg	 I ended up making my own sheets
__label__neg	My only complaint is that the color is not really a sage green--it's a bit lighter and brighter, like a pale grass green.
__label__neg	 He would rather sleep alone than sleep in this thing
__label__neu	(red when we ate pasta). 
__label__neg	It is cumbersome. 
__label__neg	 The brush literally came out of the handle
__label__pos	Also softer head and body than Sophie. 
__label__neg	 She likes to pick it up, shake it and then toss it on the floor
__label__neu	Had this product for a while and were very dissatisfied.
__label__pos	But even better is the new features it has a radio cell phone cupholder and traffic signal.
__label__neu	Wish we would have done a little more research before registering for this.
__label__pos	This one definitely keeps them tightly wrapped no matter what.
__label__neg	It literally could fit a 2 year old toddler. 
__label__pos	The color is beautiful and quality same as pricey strollers. 
__label__pos	"""I use this model for an art smock, but would absolutely bring it along for Christmas dinner or any other dress up occasion with a messy meal!"""
__label__neu	I'm definitely going back to my good old container,  I hope to find another use for this.
__label__neu	Last year when I was pregnant I asked other moms which cups and bottles to use.
__label__neu	Love it, but noisy...
__label__neg	The water stream coming from his mouth doesn't travel horizontally very much it makes it difficult to aim the stream of water away from my baby's eyes.
__label__pos	Awesome booster seat, easy to clean and stow. 
__label__neu	Sometimes we need to listen to our mom's and grandma's - they didnt have these and we turned out fine!
__label__neu	I bought this for my baby and thought it was awesome until she outgrew the sling which didn't take long at all. 
__label__neu	Do NOT buy these.
__label__neu	I had been using the Take and Toss ones in the sippy cups and saw these with the straws.
__label__neu	The rim of the Playtex liners is very thin and I had several leaks because the liner shifted as I squeezed the air from it.
__label__pos	It's a neat idea
__label__neu	In concept,  a frame/stroller like this is awesome,  but Graco needs to redesign this and make it better and sturdier.
__label__neg	"""You have to assemble the hanging moon & stars yourself which is a bit tedious."""
__label__neu	Highly disappointed in this diaper disposal system.
__label__pos	The music is enjoyable (not tinny sounding like other toys) and there are so many different sounds and sound bits that I can't keep track.
__label__neu	The handle does not twist the bag,  so it DOESN'T lock in the smell.
__label__neu	and more activites.
__label__neu	At a very young age, my son has exhibited the strong need to explore and see different things.
__label__neg	what they don't tell you is this
__label__neu	I've used it several times to take him for a walk, and I've also worn it when my husband and I have gone to an art fair.
__label__neg	Also if the baby spits up & you have to wash it, then it takes a long time to dry the foam insert.
__label__neu	I am so much trouble getting into a restful sleep position at 6 months...I loved the idea of this pillow & the good reviews.
__label__pos	Our son loves this bath tub!
__label__neg	I was originally happy with my diaper bag purchase until after she was two months old.
__label__neu	"""Are there nicer, sturdier products out there?"""
__label__neg	It pours!
__label__neu	Not worth the money or hassle!
__label__pos	Also, it is a lot bigger than most of the other pack n' plays and will come in really handy for holding toys when my son gets a little older.
__label__neg	 There's several brands out there
__label__pos	It does drip slightly when held upside down, but what sippy doesn't?
__label__pos	These are my favorite bottles for my little guy.  
__label__neu	There is a space of about 3mm at each side where the water just gushes out.
__label__pos	"""I'm sure this would have been an awesome nail filer if she was just an infant when her nails were still very soft and flexible."""
__label__pos	Definitely worth the money.
__label__pos	So pretty!  
__label__pos	"""So convenient, so versatile and so cheap compared to a full-size high chair!"""
__label__neu	Hmm. 
__label__neg	Not worth the money.
__label__pos	It fits a lot better around you than the Boppy.
__label__pos	Friend loved this item!
__label__pos	The cushioning on the kneeler is awesome and I also really like the elbow rest.The hanging organizer has two pockets which fit our daughters bathwash and bubble bath.
__label__neu	Also,  over time the gate tends to bend a little,  so you should use the little wrench-like tool to adjust it when necessary
__label__pos	I think that was a brilliant idea of Fisher Price to make the music and the mobile to stop after some time but keep the swing going for as long as you want.
__label__neu	As long as you find the right spot to place this monitor, it will work just fine, although it's not sensitive enough to detect breathing
__label__pos	We have had several diaper blow-outs and spit-ups on this, but the material washes up like a dream--does not shrink at all.  
__label__pos	This towel is adorable and seems to hold up well in the wash!
__label__neg	The legs are too short for our toilet, and our toilet is not one of those fancy extra high toilets.
__label__neg	 couldnt use it on a kitchen counter unless i wanted everything to get wet.doesnt open and close very easily -  i gave myself more than one bruise (due to pinched skin) when trying to open and close it. 
__label__neu	"""Because it clips you can move it around everywhere and I have used it on the car seat once or twice."""
__label__neg	 The milk seeps under the pump guard and it leaks out from the edges onto clothes. 
__label__neg	The Close and Secure Sleeper might be helpful when used in a crib and when travelling, but it has limited value in an adult bed, or at least it did for us
__label__neg	I bought this for my almost 2 year old after reading the rave reviews
__label__neu	He's now 29 months and he doesn't mess with the toilets.
__label__neu	Baby won't slip under the water because of the plastic mouldings, so you can have both hands free to wash and reach.
__label__pos	They are all helpful and can be used until your baby is a toddler.
__label__pos	He still has room to grow in this one!
__label__pos	We dno't know what we'd do without this!
__label__pos	 We've never had any problems with it breaking down
__label__neg	For a few more dollars, I would strongly recommend looking at Pottery Barn Kids' chamois pad covers
__label__neg	the construction is very poor and it not really worth the money,  but to late now for me
__label__pos	It worked out great.
__label__neg	With less than 1 year of use the cover has gotten several cracks along the tops of the sides. 
__label__pos	Now when we wrap him in it he actually smiles and falls asleep pretty quickly (we also use the motion of a bouncy seat or a hammock- sleep Amby bed to help transport him to dreamland).
__label__pos	"""a hassle!"""
__label__pos	I can't think of one thing I don't like about this toy!
__label__pos	I bought different kinds and only liked this ones they are sooo easy to instal and the tape is really hard although I did screw one side just in case.
__label__neg	"I bought this gate for the ""adjustable"" feature - I have baseboards throughout the house and needed a gate that could handle those."
__label__pos	It supports them all around from falling
__label__neg	If you are busying try the ExerSaucer (read my review).
__label__neg	One thing I don't like it my 3 year old's carseat doesn't have anywhere really to attach the strap but we make do.
__label__neg	Plus I used dish soap and let them dry out for a long time but one of the bib started to have black mold stains, and even cleaned that way they end up stinking after a day. 
__label__pos	Baby (4 months) is not gassy at all.
__label__pos	I felt that they looked better that two huge wet spots from leakage.
__label__neu	I ordered blue and in the picture it has a woven or printed dot pattern
__label__neg	My son outgrew it by the time he was 3 weeks old,  and he's average length.
__label__pos	Our other twin daughter has been using the 'rest assured' sleep positioner & I love it, so I just went out today & purchased a second one so they can both have a safe good nights sleep.
__label__neg	I spent SO much money on these bottles while I was pregnant,  because they were supposively the best bottles to use while breastfeeding
__label__pos	It gave him some extra cushion for comfort and protection while keeping him strapped snuggly into the cart
__label__pos	The back basket was SO easy to get to.  
__label__neu	!
__label__pos	"""I never had sheets fit so well and wash so well."""
__label__neg	Don't waste the money.
__label__neu	 I don't know what the problem is; perhaps the hole in the seat is simply too small
__label__neg	I would shop around for another one if you have wireless equipment in the house.
__label__pos	"""It is well made and colorful, and the different textures, sounds, colors, and movement really keep a baby entertained."""
__label__neu	We went looking for a stationary entertainer and knew we just had to get her this one.
__label__pos	However we still use the dishwasher which is fairly hot.
__label__neu	We bought one for our first child, and then another with our second. 
__label__pos	We loved this swing. 
__label__pos	"""So far I haven't had any problems with it."""
__label__pos	The sound worked great but I could never get a picture at all.  
__label__neg	 As she got a little taller, around 4 months, there wasn't room for the shower attachment AND her legs
__label__neg	I understand the reason for the baby recording button, however, I find it silly and annoying since I seem to hit it by accident.
__label__pos	"""no fuzzies that come off."""
__label__pos	For manual use I recommend the Avent Isis.
__label__neu	Browns
__label__neu	I will probably buy the Especially for Baby warmer,  which does not use a wall wart.
__label__neu	They are so thin they are see threw and not made well so they bend the mattress up.
__label__neg	"""Hope this helps and saves you money!"""
__label__neg	This was too big for my small baby even though it said it would fit.
__label__neg	First of all, the dispenser is useless.  
__label__neu	We have this same bath mat but in the elmo design.
__label__neu	Dr.
__label__neu	"""I'm rather surprised because her Leap Frog Learning Seat is one of her absolute favorite things."""
__label__neg	"""My little girl is 3 months and she is really curious and likes to face out but she can't because she's not tall enough."""
__label__pos	I LOVE this!!
__label__neu	This is a baby's toy for $20.  
__label__neg	 I don't know how any baby could fall asleep to this, mine never did
__label__neg	now,  i bought the Euro bath.
__label__neg	Yes,  it's better for glass bottles than the collapsible ones,  but it's NOT at all good for BORN FREE (or any other wide neck bottles) bottles because you can only fit them on every other upright (they're too wide to go right next to each other),  and there's no room for all of the other venting pieces that come with Born Free bottles
__label__neu	My second daughter only liked these, if it wasn't mommy (if ya know what I mean).
__label__neg	It was horrible.
__label__pos	She also enjoys chewing on the rings.  
__label__neg	It is almost impossible to hold the sprayer comfortably without blocking the water spray.  
__label__neu	I feel like I would have been better off with a regular trash can with a lid though
__label__neg	It wasn't until the next morning that I realized that it was the frog pod that fell off the wall (the sticky tape stopped working I guess
__label__neu	I put this item on our registry because I was looking forward to being able to carry around the top from room to room and to wheel it around when necessary.
__label__neu	My husband thinks that Sophie is too girly of a name for a boy toy so he insists that we call him Jerry.
__label__pos	My daughter no longer sleeps in a crib, but I keep this on a shelf in her room and she turns it on whenever she passes it. 
__label__neg	Minus side: the folding and locking mechanism is very stiff, and I was afraid I was breaking it at first when I was opening it up. 
__label__pos	My son did use it,  but I found several issues with using it
__label__neg	It is especially easy to do if the bottle is slightly squeezed to change the shape of the threaded lip.
__label__neg	"""And it left black looking fuzz all over my hands and clothes every time I touched it."""
__label__neg	 And the residual smell of past diapers is still in there, nothing makes it go away
__label__pos	It allows for a central place for bath toys,  and also allows for them to drain easily
__label__neu	Although I give it 2 stars cause I'm a rainforest fan
__label__neg	It honestly was more trouble than it was worth
__label__neu	 also, by the time your child can sit up in this might as well put them in the big tub..my daughter slipped and slid all over when we tried to sit her up.too short - by the time she was 4 months, she was too long for this tub and would kick the sides.i had regisered for the eurotub, but rec'd this. 
__label__neg	But it doesnt clip to ANYTHING. 
__label__neu	It warms the wipes nicely.
__label__pos	My son isn't old enough to appreciate it yet but I certainly do!
__label__pos	I really enjoy the fact that this swing is portable, very light, and most importantly...
__label__neu	The first time we bathed him without the tub he CRIED!  
__label__pos	 Fabric is easily washable
__label__neg	 Don't waste your money
__label__neu	I found that when I used the dishwasher bottles and nipples turned colors depending on the food that we ate that week. 
__label__neg	They take too long to thaw. 
__label__neg	Another problem is with washing it
__label__neg	"After reading the negative reviews of this mobile (and seeing its ""flimsiness"" for myself at a local Babis R Us store),  I went in search of other mobiles with a moon/stars motif."
__label__neg	 The bottles are by far not cheap and there shouldn't be so many issues
__label__pos	We went back to the store and bought the Ocean Wonders bouncer, which is cheaper and a much better product.
__label__pos	"""The bear works well, but I wish the sound would go for a longer period of time."""
__label__neu	"""The hospital bottle fed my son after taking him away from me because I had a c-section."""
__label__pos	 Good enough range
__label__pos	He received this for his 1st birthday and it was an instant hit.
__label__neg	Health risk
__label__neu	I keep reintroducing it to her after putting it up for a few weeks... never liked it.
__label__neu	Of course as soon as we opened the box the instructions clearly say DO NOT USE AT THE TOP OF STAIRS
__label__neu	I had bought this right before we moved 1/2 ways across the world.
__label__neu	TRY THIS ONE IF
__label__neu	Bought a hundred dollar pack and play and this was my ONLY option for a sheet
__label__neu	 just go to a brick and mortar store (like target) to purchase. 
__label__pos	She loves it and it's easy for her to manipulate
__label__neg	My whole bathroom smells like there is a skunk living in it.*UPDATE: My daughter slipped on this mat.
__label__pos	 We've never had any problems with it breaking down
__label__pos	We are going to buy the sea turtle one for our baby on the way.
__label__neg	 These suck
__label__pos	Before i had this pillow i was having restless nights with little or no sleep at all due to suddenly having to accustom myself to sleeping on the sides.Once i received this pillow,not one sleepless night.This pillow is a boon for every pregnant lady.
__label__neg	There is no way one person can work this
__label__pos	This bag makes sure you pack just the ESSENTIALS!  
__label__pos	It holds lots of diapers and I do not have to spend money on refill bags.
__label__pos	The neck loop is fastened by D-rings, allowing you to adjust it easily with just one hand.
__label__pos	For us this has been a very worthwhile item. 
__label__pos	We ended up with a $5 buck toy net that sticks to the wall perfectly!
__label__pos	good
__label__neu	A word about leaks.  
__label__neu	I prefer to do it the old fashioned way...boil a pot of water & dunk everything in.
__label__neu	We bought this right after we began putting my daughter to bed in her crib.  
__label__neg	She's now 4.5 mos and I'm throwing it away b/c she is practically flipping out of it.
__label__pos	This is an absolutely wonderful product.
__label__neg	Every time you have to buy refills it is almost as expensive as buying a new diaper pail.
__label__neg	i thought this would be a great product for him but he never really took to it
__label__neg	Good luck.
__label__neg	(this was one of many problems) I was horrified
__label__neg	I'd be worried about putting a baby on top of it, it feels ready to fall apart at any minute.  
__label__pos	The bottles don't leak at all and they don't cause gas.
__label__neg	This is probably the worst product I have ever bought
__label__pos	It is holding up so far in the wash, so the quality seems good.
__label__neu	Because of where you'd have the cup positioned on your child's head, this means the water goes in their ears, down both sides of their face and even some into the eyes.
__label__pos	More interesting to baby than you'd think...
__label__neu	i didnt find that the bottle itself leaked but the milk came out too fast and caused my baby to choke and spit up all over.
__label__neu	I AGREE WITH THE OTHER REVIEWER ABOUT THIS BEING SAFER THAN A SNOWSUIT BECAUSE U CAN ADJUST THE CARSEAT STRAPS RIGHT TO YOUR BABY WITH NO LOOSE STRAPS LIKE THERE WOULD BE WITH A JACKET OR SNOWSUIT
__label__neg	It has just become more annoying than useful.
__label__pos	We haven't had any problems.
__label__neg	This was one baby gift I wish we would've returned before using - a recieving blanket works much better. 
__label__neg	"""Plus it is kind of fun flipping the top to get the diaper in."""
__label__pos	They keep things (such as a bra) from rubbing against very very sore nipples.
__label__pos	The drop- in bags are disposable but very very durable I give them a good washing and reuse them!
__label__neg	 Now they've shrunk so small I can't even use them as cleaning rags. 
__label__pos	and the design is perfect. 
__label__neg	These bags leave a lot to be desired
__label__pos	"""that simple."""
__label__neg	Can really only fit about 2 diapers wipes and powder.
__label__neg	"He cried and hung on the side the whole time until I ""freed"" him."
__label__pos	Wish we had found this months ago!
__label__neu	Initially I would have recommended this warmer but now I say DONT BUY IT!
__label__pos	This and the ultimate wipes warmer where two of the things that I purchased right away because I had read all of the reviews and everyone said they were 'lifesavers'. 
__label__neu	Our daughter seemed to be carried with her head by my ear when I tried it as a front pack.
__label__pos	very comfortable and stay put pretty well.
__label__pos	This is my second child, but they're 8 years apart- I wish they had this 8 years ago! 
__label__pos	Easy to clean, and easy to hold.
__label__neg	 Do not waste your money
__label__pos	"""It's also a lot nicer looking after it's been used a while because the black rubber on the top wears so nicely."""
__label__neg	If you cant make it water resistant put a Velcro strap on it
__label__neg	 I only use their bottles and pacifiers and have been a happy customer in the past
__label__neg	 She is only 26 inches in length
__label__neu	The only part me and my son liked was he liked to pull the container out by himself and empty it thats why i gave it the 2 stars i did. 
__label__pos	This is great to have!
__label__pos	"""I'm glad I got this pillow."""
__label__pos	On the up side, it is light.
__label__neu	At first I couldn't understand why he had blood on his toes but then we noticed blood lines on the white netting
__label__neg	One of our spigots has a diverter and when I tried this cover, the water sprays weakly from all sides of the mouth instead of flowing nicely towards the front
__label__pos	They are very soft and seems to last very nicely.
__label__neu	I bought these after my Avent bottles started to leak. 
__label__neu	A great price and you will be the envy of all
__label__pos	A LIFE SAVER!!
__label__pos	It is a huge improvement over the very basic one I had with son 7 years ago (his was basically the same thing but no toys at all on top) and he loved it even then lol.
__label__neu	"""We placed it inside our co-sleeper, initially, and later took it with us when visiting Grandma."""
__label__pos	The champ is great because you don't have to waste anymore money buying expensive refills like the diaper genie.
__label__neu	I'm an organization freak,  so naturally I tried this out for bath toys to be able to drip dry
__label__neg	we buy a lot of stuff on amazon, and frankly I am really disappointed with the quality of this unit
__label__neu	"""The hospital used those Similac ready made formula that comes in their own bottle."""
__label__pos	"""Its the same big hit the second time around!"""
__label__pos	It was great!
__label__pos	Its motions are completely irresistible to even the grumpiest sleep-avoider.
__label__pos	"""It keeps the rest of my son's crib sheets dry, so easy to take off and clean."""
__label__neg	I didn't like these for a few reasons. 
__label__pos	I know, the price seems high, but this is one luxury that is truly a necessity.
__label__neu	00
__label__pos	Pros:They ARE really soft!!They are a sustainable material. 
__label__neu	But we solved our problem by taking the nipple off of the Gerber bottle and use it on the VentAire bottle
__label__neg	But I think I would have rather spent a little extra to get something a little better.
__label__neu	We used both, containers and jars and therefore had to have two different stands.
__label__neg	However it DOES NOT keep out the smell of dirty diapers.  
__label__neu	Kind of a nice feature when you're running around the house and you don't have time to put it down
__label__pos	I Love this monitor.
__label__neu	i suppose this seat is better than layering tons of toilet paper on a toilet bowl
__label__neg	 I generally use them every night in the dishwasher, but I'll be throwing them out soon. 
__label__neu	I am starting to notice an oder escape from the diaper pail but it's nothing that I cannot handle.
__label__neg	It holds very little food and it's hard to scoop up food
__label__pos	It is not as cute but it is much more practical.
__label__neu	You couldn't tell if the baby was banging on her crib bars or if someone was moving heavy machinery about in her bedroom.
__label__neg	He moves around too much and they fall off
__label__neg	We had to constantly try to keep up with which nipples were the good ones and which ones didn't work.
__label__pos	when being held in position (by me) the water flowed nicely off it to give a good waterfall to shower off my toddlers soapy head
__label__neu	 So I threw it out and bought the larger flip n' sip cups, which are made of safe polypropylene plastic
__label__neg	he still had the same problem
__label__neu	"""Found this at a local store for half the price after buying online."""
__label__pos	She likes to look at the moving birds and leaves at the top.
__label__neu	P. S> You have to adjust the straps as your baby grows then nothing will press against her diaper area or anywhere else.
__label__neg	I had to squeeze with the motor at the HIGHEST setting to get just a little. 
__label__neu	 Look at it
__label__neu	... what can I say... Online, these baskets looked adorable and the review was a good one.
__label__neu	It's pretty big as far as picnic blankets go and if they were to offer a blanket a few sizes larger, I would buy it in a heartbeat.  
__label__pos	I threw this out and bought the safety 1st odorless diaper pail which I find contains the odor much better
__label__neg	We tried all different places in our house to plug it in and it didn't get any better
__label__neu	I wish they were a little thicker but they do the job.
__label__pos	Would have been better off getting small shelves to fit more baby food in the cabinet.
__label__neu	You have a very abundant milk supply- You only plan to pump one or twice a month- You wouldn't mind giving your baby formula if you had to be away from her for an extended periodINVEST THE MONEY IN A HIGHER-END MODEL IF
__label__pos	We received this one for our baby shower along with a Fischer Price mat, and our son LOVES the Baby Einstein mat and shows little interest in the other one.
__label__pos	Works great
__label__neu	 However, the instructions insist on sterilizing the pump after each use
__label__neu	It's a much better investment
__label__neg	Too thin
__label__neg	 They don't stand up on their own so you have to set them in a cup when they have milk in them
__label__neg	go with aquaphor baby wash
__label__neg	I do not recommend this product based on my personal experience
__label__neu	You do get used to the amount of pressure required to push down a diaper and as new parents,  we've learned how to roll up the diaper into a tiny,  compact package
__label__pos	He took this one over all the other pricy ones.
__label__neu	SO we were taking a very long,  very boring car trip and I thought that having a mirror with lights and sounds would work wonders for our 4 month old
__label__neg	And of course it won't fit on our Graco stroller.
__label__pos	It really is not as obnoxious as it seems.
__label__neu	A relative purchased the Baby Einstein Play Gym for my daughter when she was one month old.
__label__neg	Leaks?
__label__neg	This product is completely unusable without a finish on it
__label__pos	I nursed my twins for about 4 1/2 months, so I thought the Avent would be the best.
__label__neg	 We ended up paying a cheaper price as well
__label__neu	The cup comes with three adapters- one for a straw for older kids one for a regular valve for younger kids (leaks a bit but just what is left in the straw portion of the mouthpiece- not a continuous stream of fluid) and a stopper for travel.
__label__pos	I'd really recommend them for that.
__label__neg	Both my hands were tied up when pumping both sides. 
__label__neg	 And seventeen of these wouldn't even fit in my washer every day
__label__neu	We started to use it since when she was 5 days old. 
__label__neu	I've tried everything. 
__label__neu	If it's winter and you want this wipe then go right ahead BUT be sure to have the wipes VERY CLOSE to the baby
__label__neg	"""And that could be a lot when you need to run and get things done."""
__label__pos	Makes sheet changing so easy!
__label__neg	"""I bought this mat for my infant son's playroom, it comes apart easily and the pieces don't fit tightly."""
__label__pos	The safer bather is the BEST baby bath aid out there!
__label__pos	I just got this today and I love it so far.
__label__neg	I had to return the bundle me because it doesn't fit our Peg Perego Primo Viaggio SIP 30/30 car seat
__label__neu	You must jiggle it to make it work- Static/noise appearing in the signal when nothing else has changed (e.g.
__label__neu	I tried three different methods/positions of installing it and it had shifted each time I got in the car.
__label__neu	If you can get another model that swings both ways, do that
__label__neu	I tried again thinking she'll realize what she did,  which she did,  but now she just pushes the top in until everything falls out
__label__neg	I breastfeed him also and trust me
__label__pos	The only pacifier she would take.
__label__pos	 The only reason I get ANY sleep at night is due to this swing
__label__neg	The odor was still present while using it and when I would open it to put a diaper in it the horrible stench would become even worse and would linger for hours
__label__pos	The gate provides good protection
__label__neu	Colors are way to dull.
__label__neu	The Diaper Genie II and it's brother the Diaper Genie II Elite are barely related
__label__neu	I am travelling alone with my son
__label__neu	Still waiting for baby to come...
__label__neu	Now my son is 5 months and in his playpen he tries to reach his train.
__label__neg	 He said that these things come in and out of style and for some reason have come back in fashion again, but can be a big risk for SIDS- scary!! 
__label__neg	I don't know if I like these or not
__label__pos	The classic organic toy crinkle bear is beginning to become a hit in my house.
__label__neu	They want to run and carry-on until they get so tired that they NEED to sit. 
__label__neu	"""We have hard water and the bottle water keeps the hard water residue down."""
__label__neu	It is an eye sore in the living room.
__label__neu	I took it back and got another brand.
__label__neg	Just check the strength,  please?
__label__neg	We didn't like hearing the constant white noise it makes when on
__label__neu	I used it a few times when I had to push my mom in the wheelchair and carry my baby at the same time because I had no other alternative to carry my baby.
__label__neg	This Taggies toy is not much fun for baby at all!
__label__neg	This sling is okay,  but i really didn't use it much because it hurt my back
__label__neu	No matter what is in there I don't want my son drinking it
__label__neu	I agree with many of the other reviews .
__label__pos	Best Swing Available
__label__neu	There is so much for my little one to do.
__label__neg	I use them for one thing and that is decoration of my son's spoon cup.
__label__neu	However it was much easier to control and felt safer with him being secure in the tub seat....
__label__pos	Overall it's a great product to have and well worth the money.
__label__pos	This monitor is FANTASTIC!  
__label__neg	 Also, cleaning down into the bend of this pump thoroughly is practically impossible.
__label__pos	I am very pleased with it.
__label__neg	 I really liked the features, but didn't like it once i put my son in it. 
__label__neu	"""She only poops once a day or so-I just put it in a plastic bag and straight into the outside can."""
__label__pos	This is great for me because it is less clean up!Would highly recommend!
__label__neg	The hand held unit did not work. 
__label__pos	it also has small compartments for credit cards / pens.  
__label__pos	"""It has come in handy several times when she has had accidents and we need somewhere to put wet clothes."""
__label__neu	When I pump one breast at a time I put the shell to the breast that is not being pumped.
__label__pos	"""But for the new baby stage I prefer the sleepy wrap and my son likes it too, he will sleep in it for a long time."""
__label__neu	My little girls is old enough now she notices the little pea pod on the front.  
__label__pos	In the meantime,  it has everything I am looking for
__label__neg	 My daughter seemed uncomfortable in this car seat from day one
__label__neu	I'm on Amazon now looking for a replacement
__label__pos	Great fun for baby!
__label__neu	"""My baby was born is September 2003, and we just started using the Bundle Me."""
__label__pos	We have such a hard time getting her to sleep in her crib, but she loves this chair.
__label__pos	They will thank you.
__label__neu	 It was given to me as a gift, a lot of people said great things about it and I registered for it before my baby was due. 
__label__neu	I was kind of disappointed to find that out, but we love it.
__label__neg	Do not waste your money unless you like to be disappointed or if you like to return products to the stores
__label__pos	"""The reason i love this is that we have white noise makers in my sons room and the monitor obviously picks it up, but because it is a constant sound it doesn't stay on when on the sound activated setting."""
__label__pos	They can be easily tossed into the washing machine, which is a must for any toy used by a teething baby.He also digs the crate they came in.
__label__neg	 I had high hopes for this but just not long enough
__label__pos	I think these baskets are great.  
__label__neu	I would be giving it 5 stars if I had this gate longer,  but couldnt wait to post the great review after purchasing it and seeing how great my dogs are adapting to it.
__label__pos	"""She is just so enticed by winnie the pooh and all the characters."""
__label__neg	I can change a poopie diaper like a pro but everytime I empty out the
__label__pos	When I got home I found laying her in it was perfect, kept her upright so I didn't have to worry about her choking on her milk after feeding, since she has acid reflux the doctor suggested keeping her upright for at least 5 minutes after feedings.
