reviewText,sentiment,under_review,uuid
I used these for storing milk in the beginning.,2,1,1129593600B00018XCS8AZTY4WBRB5MAL
I never had a problem with them leaking.,0,1,1129593600B00018XCS8AZTY4WBRB5MAL
You really do need to screw the tops on correctly.,2,1,1129593600B00018XCS8AZTY4WBRB5MAL
The ablility to stack these is fantastic.,0,1,1129593600B00018XCS8AZTY4WBRB5MAL
"I also use them to store home-made baby food, pudding, etc!",2,1,1129593600B00018XCS8AZTY4WBRB5MAL
"The size is perfect for toddler portions and storing bite-sized pieces of fruits and vegies, cereals, etc.",0,1,1129593600B00018XCS8AZTY4WBRB5MAL
"Yes, I have the usual collection of other brands of storage containers but I like the sturdiness of these.",0,1,1129593600B00018XCS8AZTY4WBRB5MAL
They don't dent in my diaper bag or purse.,0,1,1129593600B00018XCS8AZTY4WBRB5MAL
A great product that is easily re-purposed!,0,1,1129593600B00018XCS8AZTY4WBRB5MAL
I feel bad that some people have had such a poor experience with this lock.,1,1,1237939200B0000488W2A2D1KIELA53FAE
We on the other hand love these locks.,0,1,1237939200B0000488W2A2D1KIELA53FAE
We bought our first set 7 years ago to use with our first child.,2,1,1237939200B0000488W2A2D1KIELA53FAE
One set of Grandparents use them and an aunt too.,2,1,1237939200B0000488W2A2D1KIELA53FAE
I am just about to get a second set because we have a new crawler and I want to put them on the bathroom cabinets.,0,1,1237939200B0000488W2A2D1KIELA53FAE
They are a bit expensive but you will never need to buy locks again.,0,1,1237939200B0000488W2A2D1KIELA53FAE
We prefer to leave our on at all times (even when our children don't need the cabinets locked anymore) because they are easy to turn off (just a flip of the red tab inside the cabinet) that way they are there whenever you have little ones visiting your home.,0,1,1237939200B0000488W2A2D1KIELA53FAE
We have never split a cabinet and we don't think it takes that much longer to install then any other cabinet locks.,0,1,1237939200B0000488W2A2D1KIELA53FAE
You will have to drill in you cupboard doors but your little one(s) will be protected.,0,1,1237939200B0000488W2A2D1KIELA53FAE
It leaves no room for fingers to get pinched either.,1,1,1237939200B0000488W2A2D1KIELA53FAE
If you do happen to lose your lock you can buy a strong magnet from your home improvement store and still get it open.,1,1,1237939200B0000488W2A2D1KIELA53FAE
We like to keep our lock on the metal frame by the kitchen window above the sink.,2,1,1237939200B0000488W2A2D1KIELA53FAE
Good luck whatever you decide.,0,1,1237939200B0000488W2A2D1KIELA53FAE
I love this car seat.,0,1,1132963200B0001ZZQS0A1HBL1QZ1PK7JB
The fabric is nice.,0,1,1132963200B0001ZZQS0A1HBL1QZ1PK7JB
The straps easily adjust which matters right now because we are transitioning between seasons and sometimes my daughter has a jacket or sweater and sometimes not.,0,1,1132963200B0001ZZQS0A1HBL1QZ1PK7JB
It got the highest safety ratings everywhere I checked and of course that is the most important thing.,0,1,1132963200B0001ZZQS0A1HBL1QZ1PK7JB
It was also much easier to install than I thought.,0,1,1132963200B0001ZZQS0A1HBL1QZ1PK7JB
I had it installed at the fire station but had to take out.,1,1,1132963200B0001ZZQS0A1HBL1QZ1PK7JB
I decided to try myself instead of taking it back to the fire company and I was able to install it.,2,1,1132963200B0001ZZQS0A1HBL1QZ1PK7JB
I originally bought this as a way to make sure my baby stayed on her back or side while sleeping.,2,1,1086652800B00007B769A2UYLD3M1LV4VY
It works great for this!,0,1,1086652800B00007B769A2UYLD3M1LV4VY
"However, I found an even better use!",0,1,1086652800B00007B769A2UYLD3M1LV4VY
"My baby kicks the blankets off of her every night, even if I swaddle her, and I used to worry all night that she was uncovered and cold.",0,1,1086652800B00007B769A2UYLD3M1LV4VY
"So I take a receiving blanket and tuck it in all around her under the sleep positioner mat, so it makes it very hard for her to kick off the covers!",2,1,1086652800B00007B769A2UYLD3M1LV4VY
I think this is a must have for all new parents and babies!,0,1,1086652800B00007B769A2UYLD3M1LV4VY
This bathtub is great!,0,1,1095120000B000067EH7A28KF3SKY3H2TQ
"My 3 month old loves the water, and seems to feel very secure in the mesh cradle included.",0,1,1095120000B000067EH7A28KF3SKY3H2TQ
"The tub fits perfectly in my kitchen sink, and has a little compartment to hold soap etc.",0,1,1095120000B000067EH7A28KF3SKY3H2TQ
Edited to say: At almost 8 months we are still using this bathtub!,2,1,1095120000B000067EH7A28KF3SKY3H2TQ
"We moved it from the sink into the tub quite a while ago, and took the mesh cradle out.",2,1,1095120000B000067EH7A28KF3SKY3H2TQ
"He is almost too big for it now, and we'll be looking at those bath seats.",2,1,1095120000B000067EH7A28KF3SKY3H2TQ
"However, there are not that many baby items that you can say you got almost 8 months use from - so I'm very satisfied.",0,1,1095120000B000067EH7A28KF3SKY3H2TQ
Great purchase - highly recommended!,0,1,1095120000B000067EH7A28KF3SKY3H2TQ
Our daughter has used this tub since her first day home at 4 pounds and the tub has made bathing her very easy even that small!,0,1,1167264000B0009UBSFMAKDI0L19GA8DL
"Now that she is bigger, (5 months old, 11 pounds) she still uses the sling and we love that the pillow moves up to cushion her head and the plastic divider below supports her tushie.",0,1,1167264000B0009UBSFMAKDI0L19GA8DL
I suggest always drying out the tub/sling after each bath by squeezing out excess water from the pillow and turning tub over to air dry.,2,1,1167264000B0009UBSFMAKDI0L19GA8DL
We have never had any problem with mildew (like some users) because we always dry out the tub between baths.,0,1,1167264000B0009UBSFMAKDI0L19GA8DL
I waited a really long time to buy this because it felt like a lot of money to pay for a smock.,1,1,1202428800B000CSBP9KA2G6OS10YOK4IH
I regret waiting at all.,2,1,1202428800B000CSBP9KA2G6OS10YOK4IH
It makes feeding time infinitely easier- I don't have to completely strip down my toddler anymore or spend hours trying to clean out stains.,0,1,1202428800B000CSBP9KA2G6OS10YOK4IH
"It's long enough to cover his lap beyond the highchair tray (if you don't use a tray, part of the legs will still be exposed for spills).",0,1,1202428800B000CSBP9KA2G6OS10YOK4IH
The neck is high enough to cover his collar which used to get hit even with a bib.,2,1,1202428800B000CSBP9KA2G6OS10YOK4IH
"It's really easy to clean, and I'm no longer afraid to let my child feed himself goopy, staining foods!",0,1,1202428800B000CSBP9KA2G6OS10YOK4IH
It's completely worth it and I wish I'd had it since he started solids.,0,1,1202428800B000CSBP9KA2G6OS10YOK4IH
Later edit: We've now had this smock for about 2 years and it's barely showing signs of wear.,0,1,1202428800B000CSBP9KA2G6OS10YOK4IH
I throw it in the laundry about once a week for a thorough cleaning and just wipe it down with a paper towel between meals.,2,1,1202428800B000CSBP9KA2G6OS10YOK4IH
The best way to get it clean is to turn it inside out in the wash and then hang it over a chair.,2,1,1202428800B000CSBP9KA2G6OS10YOK4IH
It will dry extremely fast and get really clean.,0,1,1202428800B000CSBP9KA2G6OS10YOK4IH
"If you don't turn it inside out, the sleeves have a hard time drying on the inside where the absorbent fabric is.",1,1,1202428800B000CSBP9KA2G6OS10YOK4IH
We LOVE this smock and just ordered a second one for my daughter.,0,1,1202428800B000CSBP9KA2G6OS10YOK4IH
I used these bottles and had no problems whatsoever.,0,1,1144108800B00006966IA1ZPFA3QQFBBX6
They helped with gas yet were not a pain to clean (like the Dr. Brown's bottles.,1,0,1144108800B00006966IA1ZPFA3QQFBBX6
oh my gosh.,1,0,1144108800B00006966IA1ZPFA3QQFBBX6
talk about time consuming).,1,0,1144108800B00006966IA1ZPFA3QQFBBX6
Others mentioned leaking around the bottom of the bottle; I had a bottle leak one time but soon realized I did not have the plastic disc in place completely.,1,1,1144108800B00006966IA1ZPFA3QQFBBX6
I readjusted the disc and everything was fine.,0,1,1144108800B00006966IA1ZPFA3QQFBBX6
"Also, I have put the bottles together many times with them still wet and have had no problems.",0,1,1144108800B00006966IA1ZPFA3QQFBBX6
"keeps baby's skin warm, rather than putting them directly on the cold changing pad surface.",0,1,1076371200B000056OWBA15BT7GWK4AAMD
"i have washed it several times, and it handles well in the washer/dryer.",0,1,1076371200B000056OWBA15BT7GWK4AAMD
"Whenever he sees me packing any snacks in these cups, he loves to have them.",0,1,1238457600B000GB0NZKA1AW3TPT0LC54G
"they are easy to use, large enough to fill up a good amount of snacks that will last few hours of play.",0,1,1238457600B000GB0NZKA1AW3TPT0LC54G
I had used the snack-trap ones before.,1,0,1238457600B000GB0NZKA1AW3TPT0LC54G
those are badly made.,1,0,1238457600B000GB0NZKA1AW3TPT0LC54G
the lids don't last at all.,1,0,1238457600B000GB0NZKA1AW3TPT0LC54G
"after a few use, the trap leaves a big hole and so the food falls out of the cup easily.",1,0,1238457600B000GB0NZKA1AW3TPT0LC54G
"My son loves these cups, they feel clean and it's BPA free!",0,1,1238457600B000GB0NZKA1AW3TPT0LC54G
The picture and sound quality is decent on this camera.,0,1,1258848000B001FB567UA1IOIKTR8WIEUP
The main problem I have is the battery life.,1,1,1258848000B001FB567UA1IOIKTR8WIEUP
It is definitely not enough to last through the whole night.,1,1,1258848000B001FB567UA1IOIKTR8WIEUP
The camera unit has to be hooked up to the AC adapter most of the day and the monitor has to get recharged every 4 hours.,2,1,1258848000B001FB567UA1IOIKTR8WIEUP
In order to get the monitor fully charged you have to let it charge for 3 hours.,2,1,1258848000B001FB567UA1IOIKTR8WIEUP
I would not recommend this monitor to anyone.,1,1,1258848000B001FB567UA1IOIKTR8WIEUP
Try to look for a monitor with a longer battery life.,1,1,1258848000B001FB567UA1IOIKTR8WIEUP
This swing is well designed in every way.,0,1,1224547200B000NUJM0GA234HXDATOAYEY
"The seat is soft and baby-shaped, the different speeds are great, the music is not annoying at all, the toy bar is cute, the fabric is cozy and attractive, the fold-up legs are so helpful, the small size stays out of the way, the recline is perfect for newborns and sleeping babies, and the battery life is great.",0,1,1224547200B000NUJM0GA234HXDATOAYEY
"I liked the idea of taking it from room to room like others have said, but I'm finding that in reality, with a baby in one arm, I just can't.",0,1,1224547200B000NUJM0GA234HXDATOAYEY
"It's a little bit awkward to carry one-handed, and the legs, when open, are too wide to fit through the doorways of my 1850's apartment so I'd need to put the baby down to fold it-- too many steps!",1,1,1224547200B000NUJM0GA234HXDATOAYEY
"I love, love, love this swing, and I'll continue to use it, but I'm back here to buy a really light, cheap bouncy seat to easily travel with us from bathroom to kitchen to den etc.",0,1,1224547200B000NUJM0GA234HXDATOAYEY
"I just received this item as a baby shower gift, so my review is somewhate limited since I haven't actually used it yet!",2,1,1108425600B0002ZOI9WA24ZVNHFYQPLAL
"Nonetheless, a few things I noted.",1,1,1108425600B0002ZOI9WA24ZVNHFYQPLAL
"First, the way in which the hanging toys are attached to the activity bar is different than what is pictured.",1,1,1108425600B0002ZOI9WA24ZVNHFYQPLAL
"They do not go through loops that hang down from the bar, but rather velcro onto it.",1,1,1108425600B0002ZOI9WA24ZVNHFYQPLAL
"That's fine, except the velcro is backwards, in my opinion, for the cow.",1,1,1108425600B0002ZOI9WA24ZVNHFYQPLAL
"Or, the cow needs to have a face on both sides!",1,1,1108425600B0002ZOI9WA24ZVNHFYQPLAL
"The way it attaches, the baby looks at the back of it's blank white head!",2,1,1108425600B0002ZOI9WA24ZVNHFYQPLAL
"The cow should be for the baby, not the parents to look at!",1,1,1108425600B0002ZOI9WA24ZVNHFYQPLAL
"Also, the vibration is really, really loud -- at least without a baby sitting in the seat.",1,1,1108425600B0002ZOI9WA24ZVNHFYQPLAL
"I assume the baby's body muffles the sound, since no one else noted this in their review.",1,1,1108425600B0002ZOI9WA24ZVNHFYQPLAL
"On the positive side, it was simple to assemble and you can use it up to 40 lbs!",0,1,1108425600B0002ZOI9WA24ZVNHFYQPLAL
We just set up our son's nursery and tested out the Sony monitor.,2,1,1121990400B000S35QLCA1XTRCXQYYHMMM
I sat in the nursery opposite side of the room from the monitor and whispered as quietly as I could as my husband walked all over our house.,2,0,1121990400B000S35QLCA1XTRCXQYYHMMM
"He could hear me everywhere he went, both upstairs and down.",2,0,1121990400B000S35QLCA1XTRCXQYYHMMM
"We were a little concerned with finding a monitor that would work for us, because we live in an old Victorian house with plaster walls.",1,0,1121990400B000S35QLCA1XTRCXQYYHMMM
"To use cell phones in our house, you have to stand by a window and not move or you will lose your call.",1,1,1121990400B000S35QLCA1XTRCXQYYHMMM
The Sony 27 channel monitor worked perfectly!,0,1,1121990400B000S35QLCA1XTRCXQYYHMMM
We couldn't ask for anything more!,0,1,1121990400B000S35QLCA1XTRCXQYYHMMM
I was reluctant to register for this tub because it was so affordable.,1,1,1139011200B000067EH7A2PGJ6XD5T5300
But it is GREAT!,0,1,1139011200B000067EH7A2PGJ6XD5T5300
I don't know what I would've done without it because it comes with a net to place newborns in.,0,1,1139011200B000067EH7A2PGJ6XD5T5300
"and their heads are so wobbily, you really can't do without it.",0,1,1139011200B000067EH7A2PGJ6XD5T5300
"I will lay her down and she will go through all three fifteen minutes settings, only fussing if we take to long to start it over.",1,1,1122595200B00006G963A2HHX876PGDZL
"I wish the one I purchased had a remote, and I also wish that it worked with an adapter, because the battery gets used up real fast.",1,1,1122595200B00006G963A2HHX876PGDZL
"Overall, very very happy with this product.",0,1,1122595200B00006G963A2HHX876PGDZL
that's both me and my daughter,2,1,1122595200B00006G963A2HHX876PGDZL
I had been using the Take and Toss ones in the sippy cups and saw these with the straws.,2,1,1218067200B0000BX8LVALNFHVS3SC4FV
It's one step closer to moving my son to using regular cups.,2,1,1218067200B0000BX8LVALNFHVS3SC4FV
He feels like a big boy using a cup and straw instead of a sippy cup like his baby brother.,0,1,1218067200B0000BX8LVALNFHVS3SC4FV
They last with repeated use for several months then ours eventually develop a crack in them from being thrown on the floor.,1,1,1218067200B0000BX8LVALNFHVS3SC4FV
I do hand wash mine even though they state top-rack dishwasher safe and I believe that helps them last a little longer.,1,1,1218067200B0000BX8LVALNFHVS3SC4FV
My sons are at the age where we are transitioning them from sippy cups to regular cups and these are perfect for that in-between stage.,0,1,1218067200B0000BX8LVALNFHVS3SC4FV
These are also labeled plastic type 5 which is polypropylene which is considered safe and does not leach BPA (bisphenol-A) into foods and beverages like some plastics can.,2,1,1218067200B0000BX8LVALNFHVS3SC4FV
That makes me feel better and sets my mind at ease about using these with my children.,0,1,1218067200B0000BX8LVALNFHVS3SC4FV
Make sure that you put the lid on the cup and then insert the straw.,1,1,1218067200B0000BX8LVALNFHVS3SC4FV
"If you are refilling and take the top off with the straw still in and then replace, liquid will come shooting out the straw.",1,1,1218067200B0000BX8LVALNFHVS3SC4FV
I have loved this pump.,0,1,1256169600B0028MI4M4A2MQ7X9MMX3XQZ
I have used it since I got home from the hospital and my daughter is now 10 weeks old.,0,1,1256169600B0028MI4M4A2MQ7X9MMX3XQZ
The only other pump I have experience with is the Medela Symphony in the hospital.,2,0,1256169600B0028MI4M4A2MQ7X9MMX3XQZ
I found the 3 minute letdown feature annoying on it.,1,1,1256169600B0028MI4M4A2MQ7X9MMX3XQZ
The Hygeia Enjoye jumps right in just like the baby and works well.,0,1,1256169600B0028MI4M4A2MQ7X9MMX3XQZ
It pumped better for me than the Symphony did in the hospital.,0,1,1256169600B0028MI4M4A2MQ7X9MMX3XQZ
"I have never had any complications with it and use it daily, sometimes multiple times.",0,1,1256169600B0028MI4M4A2MQ7X9MMX3XQZ
"I understand the reason for the baby recording button, however, I find it silly and annoying since I seem to hit it by accident.",1,1,1256169600B0028MI4M4A2MQ7X9MMX3XQZ
I have not had issues with pumping so it may be useful if you do.,0,1,1256169600B0028MI4M4A2MQ7X9MMX3XQZ
I would recommend this pump to anyone and love that it is more green and can safely be reused by others.,0,1,1256169600B0028MI4M4A2MQ7X9MMX3XQZ
Nothing has broke or worn out.,0,1,1256169600B0028MI4M4A2MQ7X9MMX3XQZ
"I could think of a few improvements like the ability to pump into storage bags, etc, however, for the price and quality I give it 5 bright stars.",0,1,1256169600B0028MI4M4A2MQ7X9MMX3XQZ
These bottles are a true must have!,0,1,1201651200B0000936M4A2LYF3DJN9X5JN
They are the only worthwhile bottles on the market and are well worth the extra price as well as the extra time to wash.,0,1,1201651200B0000936M4A2LYF3DJN9X5JN
"They really limit the gas intake and we never had an issue with leaking bottles, like so many other brands.",0,1,1201651200B0000936M4A2LYF3DJN9X5JN
It is a bit of a hassle to get all the pieces in the dishwasher.,1,1,1201651200B0000936M4A2LYF3DJN9X5JN
"I like the wide neck bottles because they are closer to breast feeding and when my son got older, it was easier for him to hold the bottle on his own.",0,1,1201651200B0000936M4A2LYF3DJN9X5JN
This pump is very good.,0,1,1086912000B000056HMVA3Q0XNQUB1EILY
I had to pump while my daughter was in the hospital the first month of her life.,2,1,1086912000B000056HMVA3Q0XNQUB1EILY
"During the day I used the hospital grade pumps at the hospital, but at night I used this pump until finally buying the double electric Medela pump.",2,1,1086912000B000056HMVA3Q0XNQUB1EILY
I got just as much milk with this pump as I did the hospital pump.,0,1,1086912000B000056HMVA3Q0XNQUB1EILY
"I only used the electric plug, never batteries.",2,1,1086912000B000056HMVA3Q0XNQUB1EILY
It is a handy pump to have.,0,1,1086912000B000056HMVA3Q0XNQUB1EILY
"I don't see how a nursing mom can go without ever having to pump at some point, even if its for cereal when they start that.",0,1,1086912000B000056HMVA3Q0XNQUB1EILY
"Medela is definitely the best pump to get, and don't even think about a manual one.",0,1,1086912000B000056HMVA3Q0XNQUB1EILY
"I never pump now since I'm home with my baby, but I am so glad I have this pump.",0,1,1086912000B000056HMVA3Q0XNQUB1EILY
"It is definitely loud, but putting a folded towel over it helps.",1,1,1086912000B000056HMVA3Q0XNQUB1EILY
"If you have to pump a lot, and can afford it, a double pump is the way to go though.",0,1,1086912000B000056HMVA3Q0XNQUB1EILY
"it takes half the time, which is very important when you have a baby to take care of.",0,1,1086912000B000056HMVA3Q0XNQUB1EILY
This swing is the best!,0,1,1123632000B0006FHFYSABTVDDH7CDA0B
"There is so much fun going on, it's like our baby has her own personal Disney ride at home!",0,1,1123632000B0006FHFYSABTVDDH7CDA0B
The music is great & she loves to stare at the fish & lights in the water filled globe.,0,1,1123632000B0006FHFYSABTVDDH7CDA0B
The seat is plush & comfortable with a colorful fish pattern.,0,1,1123632000B0006FHFYSABTVDDH7CDA0B
Seat cover washes nicely.,0,1,1123632000B0006FHFYSABTVDDH7CDA0B
She even falls asleep in it sometimes.,2,1,1123632000B0006FHFYSABTVDDH7CDA0B
It was pretty easy to put together-just follow the directions.,0,1,1123632000B0006FHFYSABTVDDH7CDA0B
"We tried to install his under our car seat, but it didn't fit easily under the seat base in our small car, and seemed to make installation more difficult.",1,1,1066003200B000083GHYA3PP8U6JJEAYT6
"Rather than risk it, we haven't used it.",1,1,1066003200B000083GHYA3PP8U6JJEAYT6
This is very heavy so that it cannot be lifted by any young child.,1,1,1248825600B00020L78MA5CDMTW6JKV5G
My 8 year old cannot lift it.,1,1,1248825600B00020L78MA5CDMTW6JKV5G
But it can slide a little if your child puts their weight on it.,1,1,1248825600B00020L78MA5CDMTW6JKV5G
It will not topple over as this is impossible.,1,1,1248825600B00020L78MA5CDMTW6JKV5G
I use it to block my garage so that my 2 year old doesn't run out of the garage and into the street.,2,1,1248825600B00020L78MA5CDMTW6JKV5G
"Once your child is too big to fit in a playpen, you can get this so that they have more room to play, but still have them contained.",1,1,1248825600B00020L78MA5CDMTW6JKV5G
It is very difficult during the first few times you open and close it.,1,1,1248825600B00020L78MA5CDMTW6JKV5G
But it does loosen up and becomes easy enough to setup alone.,0,1,1248825600B00020L78MA5CDMTW6JKV5G
It is actually better that the joints don't move so easily so that your child cannot change the shape of the play yard when they push against it.,0,1,1248825600B00020L78MA5CDMTW6JKV5G
The safer bather is the BEST baby bath aid out there!,0,1,1144108800B00005JIVIAFG4HIHMX312C
"It's soft but not squishy, contoured so baby dosn't roll off, small and easy to store, machine washable, and babies love it!",0,1,1144108800B00005JIVIAFG4HIHMX312C
What else could you ask for?,2,1,1144108800B00005JIVIAFG4HIHMX312C
"I don't know how anyone could choose one of those big, clunky tubs over this.",0,1,1144108800B00005JIVIAFG4HIHMX312C
"***UPDATE***Almost 3 years, two kids and many baths later this safer bather is still getting used and works just like it did when it was new!",0,1,1144108800B00005JIVIAFG4HIHMX312C
My son would not take naps in his crib but would nap for hours in this swing.,0,1,1115942400B0001IU5HYA3UFQ6AD7I3APQ
The soothing music and sounds are very pleasant and my son likes to look at himself in the mirrored part.,0,1,1115942400B0001IU5HYA3UFQ6AD7I3APQ
My son is four months and this product is perfect.,0,1,1139443200B00003TL7PA2VX8J2HVPUIOE
No smells at all!,0,1,1139443200B00003TL7PA2VX8J2HVPUIOE
"Holds a decent amount of diapers, my husband empties it once a week.",0,1,1139443200B00003TL7PA2VX8J2HVPUIOE
"No down side, all pluses here!",0,1,1139443200B00003TL7PA2VX8J2HVPUIOE
Especially no special bags to buy.,0,1,1139443200B00003TL7PA2VX8J2HVPUIOE
"And when your child is out of diapers, you can use it as a regular trash can to put food or pet waste in.",0,1,1139443200B00003TL7PA2VX8J2HVPUIOE
I switched to these from Avent with no problems.,0,1,1208563200B000MRGMSAA1IBKN1GXYJ3K4
So far I like these better.,0,1,1208563200B000MRGMSAA1IBKN1GXYJ3K4
My son didn't want to switch to the Stage 3 until he was almost 8 months old - so I'd try them out before I plunged.,0,1,1208563200B000MRGMSAA1IBKN1GXYJ3K4
My husband and I bought this for our little girl's nursery.,2,1,1216080000B000BNQC58AS7ZRG5D5XACX
"It's perfect; however, the amber lights are barely visible - even when the room is completely dark.",0,1,1216080000B000BNQC58AS7ZRG5D5XACX
"Furthermore, the blue lights are not that great (although better than the amber ones).",1,1,1216080000B000BNQC58AS7ZRG5D5XACX
The best are the green stars.,0,1,1216080000B000BNQC58AS7ZRG5D5XACX
They are the most clear and most visible.,0,1,1216080000B000BNQC58AS7ZRG5D5XACX
"Overall, we are very pleased with this product and would recommend it to others.",0,1,1216080000B000BNQC58AS7ZRG5D5XACX
Enjoy!,0,1,1216080000B000BNQC58AS7ZRG5D5XACX
"My trio loved this thing and still will play with it, lol.",0,1,1231286400B000I2MRJCATK1RL71E7AHC
"Each section is a squeaky, crinkle or rattle, and the mouth squeezes to play music.",2,1,1231286400B000I2MRJCATK1RL71E7AHC
"If you wash it, the music stops playing though, lol.",1,1,1231286400B000I2MRJCATK1RL71E7AHC
"I like to use reusable washable nursing pads at home, since they are softer than disposables & more comfortable.",2,1,1246147200B001NAAQP0A32ES0MXME1TX3
"Like other reusable pads, I won't wear them away from home because they could leak through, and they are more bulky and so can be seen through my clothing.",1,1,1246147200B001NAAQP0A32ES0MXME1TX3
These are soft and I prefer the jersey version of these pads (the fleece version tended to leave lint on my skin if it wasn't completely dry--yuck for baby!,1,1,1246147200B001NAAQP0A32ES0MXME1TX3
).,2,0,1246147200B001NAAQP0A32ES0MXME1TX3
I do not use the individual smaller containers that came with it.,1,1,1201046400B000BH79VKA14UOOROH3XRQ9
They don't seem that useful to me.,1,1,1201046400B000BH79VKA14UOOROH3XRQ9
But the main dish I like this because it is very useful to keep veggies and fruits separate when feeding my baby.,0,1,1201046400B000BH79VKA14UOOROH3XRQ9
It is a decent size.,0,1,1201046400B000BH79VKA14UOOROH3XRQ9
These buckets are better and safer than a toy chest!,0,1,1214438400B000XPB6UUA2TG259EXI9PJ0
The different sizes allow allow us to organize some if we choose or grab one to take on a trip.,2,1,1214438400B000XPB6UUA2TG259EXI9PJ0
My daughter loves playing with them and it is easy for her to take her toys in and out.,0,1,1214438400B000XPB6UUA2TG259EXI9PJ0
I haven't had to worry about safety with them either as they collapse easily.,0,1,1214438400B000XPB6UUA2TG259EXI9PJ0
I love our wipe warmer!,0,1,1130112000B00008ODBGA1WUPF0L9YH9JL
"I've also seen some of the negative feedback, and I don't have of those problems at all!",2,1,1130112000B00008ODBGA1WUPF0L9YH9JL
"If you follow the directions with the package, your wipe warmer will be fine!",0,1,1130112000B00008ODBGA1WUPF0L9YH9JL
"The Ever-Fresh pad at the bottom does dry out, but we just re-wet it each time we replace the wipes.",1,1,1130112000B00008ODBGA1WUPF0L9YH9JL
I've never had any wipes get brown or dried out.,2,1,1130112000B00008ODBGA1WUPF0L9YH9JL
The wipes stay warm long enough for me to use them - I just make sure to pull out a wipe as I need it.,2,1,1130112000B00008ODBGA1WUPF0L9YH9JL
"And yes, some wipes are not made for the top part that allows another wipe to pull out after.",2,1,1130112000B00008ODBGA1WUPF0L9YH9JL
But all you need to do is buy the wipes that are folded that way.,1,1,1130112000B00008ODBGA1WUPF0L9YH9JL
I buy the Especially for Baby wipes in the big box.,2,0,1130112000B00008ODBGA1WUPF0L9YH9JL
You can get them at any Babies R Us or Toys R Us.,2,0,1130112000B00008ODBGA1WUPF0L9YH9JL
"It costs about $10, and lasts us for over a month.",2,0,1130112000B00008ODBGA1WUPF0L9YH9JL
"Plus, they're nice and soft and have no scent.",0,0,1130112000B00008ODBGA1WUPF0L9YH9JL
"The ONLY complaint I might have about the wipe warmer is that when I pull out a wipe, another wipe usually comes out with it unless I use 2 hands to pull.",1,1,1130112000B00008ODBGA1WUPF0L9YH9JL
But this is a minor issue.,1,1,1130112000B00008ODBGA1WUPF0L9YH9JL
I'd much prefer to have the wipe warmer.,0,1,1130112000B00008ODBGA1WUPF0L9YH9JL
"This isn't a necessary item, but it's definitely something worthwhile to have!",0,1,1130112000B00008ODBGA1WUPF0L9YH9JL
"Ok, I have to say that since I became a mom 3 yrs.",2,1,1235088000B0002ZOI9WA2JW331ATA1PP2
"ago, I have LOVED FP toys!",0,1,1235088000B0002ZOI9WA2JW331ATA1PP2
And this bouncy seat/rocker has been one of my favorites!,0,1,1235088000B0002ZOI9WA2JW331ATA1PP2
I gave it up recently when my 1 1/2 yr. old was tired of it after using it with my now 3 yr. old AND I just have to say  that it was a life-saver sometimes!,0,1,1235088000B0002ZOI9WA2JW331ATA1PP2
I wish all their stuff was this good!,0,1,1235088000B0002ZOI9WA2JW331ATA1PP2
You'll have to read more of my reviews about OTHER toys to see what disappointed me.,1,1,1235088000B0002ZOI9WA2JW331ATA1PP2
This bouncy/toddler rocker is a good buy!,0,1,1235088000B0002ZOI9WA2JW331ATA1PP2
You won't regret it!,0,1,1235088000B0002ZOI9WA2JW331ATA1PP2
"As a first-time mom to a now 6 month old boy, I have run the gamut in terms of baby toys.",2,1,1215129600B0002Q2OPGARQBZYLCWEOFU
This is one of the best I have come across so far.,0,1,1215129600B0002Q2OPGARQBZYLCWEOFU
It's durable and educational.,0,1,1215129600B0002Q2OPGARQBZYLCWEOFU
I love that it doesn't matter what end you set it on.,0,1,1215129600B0002Q2OPGARQBZYLCWEOFU
There is no upside-down to this toy.,0,1,1215129600B0002Q2OPGARQBZYLCWEOFU
"My son can pick it up and move it around with one hand, so it isn't too heavy, which is definitely a bonus.",0,1,1215129600B0002Q2OPGARQBZYLCWEOFU
He likes hearing the sand/rattle sound when I turn it over for him.,0,1,1215129600B0002Q2OPGARQBZYLCWEOFU
He likes to spin the little pieces and/or watch me spin them.,0,1,1215129600B0002Q2OPGARQBZYLCWEOFU
"There is so much to see and do with this toy, and I love that the creators of it didn't feel the need to design it with all kinds of flashing lights, silly songs, and other bells and whistles.",0,1,1215129600B0002Q2OPGARQBZYLCWEOFU
"If you want a good, basic, entertaining, educational (and I might even venture old-fashioned in some ways) toy, you should definitely get this one.",0,1,1215129600B0002Q2OPGARQBZYLCWEOFU
My son has to actually do something with this toy rather than listen to it and watch some lights flash.,2,1,1215129600B0002Q2OPGARQBZYLCWEOFU
I'm a little tired of all the toys that I've come across that don't really do anything except drain batteries.,1,1,1215129600B0002Q2OPGARQBZYLCWEOFU
I like the more classic purpose behind this toy.,1,1,1215129600B0002Q2OPGARQBZYLCWEOFU
"I received this as a gift, unforutnately it didn't fit on our stroller (pretty standard Graco Travel System) or on our carseat (either our Grace or our Marathon) and so it was pretty useless.",1,1,1082592000B00003TL3HA2WNXS3CNAQS01
"I was worried that the extension would be loose, or threaten the integrity and safety of the gate itself.",1,1,1091491200B00005N9X8A1LX9GSMN66L7E
"But it isn't, and doesn't, and took literally seconds to snap onto the gate.",0,1,1091491200B00005N9X8A1LX9GSMN66L7E
Yahoo!,0,1,1091491200B00005N9X8A1LX9GSMN66L7E
